PMB Code,PMB Description,Treatment Component,ICD10 Code,ICD10 Description,Comments
510A,Peripheral nerve injury with open wound,Neuroplasty,S94.3,Injury of cutaneous sensory nerve at ankle and foot level,
510A,Peripheral nerve injury with open wound,Neuroplasty,S94.7,Injury of multiple nerves at ankle and foot level,
510A,Peripheral nerve injury with open wound,Neuroplasty,S94.8,Injury of other nerves at ankle and foot level,
510A,Peripheral nerve injury with open wound,Neuroplasty,S94.9,Injury of unspecified nerve at ankle and foot level,
510A,Peripheral nerve injury with open wound,Neuroplasty,T11.3,"Injury of unspecified nerve of upper limb, level unspecified",
510A,Peripheral nerve injury with open wound,Neuroplasty,T13.3,"Injury of unspecified nerve of lower limb, level unspecified",
510A,Peripheral nerve injury with open wound,Neuroplasty,T14.4,Injury of nerve(s) of unspecified body region,
510A,Peripheral nerve injury with open wound,Neuroplasty,T92.4,Sequelae of injury of nerve of upper limb,
510A,Peripheral nerve injury with open wound,Neuroplasty,T93.4,Sequelae of injury of nerve of lower limb,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,G25.1,Drug-induced tremor,These codes do no include all other systemic diseases but only the possible CNS abnormalities
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,G25.3,Myoclonus,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,G25.4,Drug-induced chorea,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,G25.5,Other chorea,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,G25.6,Drug-induced tics and other tics of organic origin,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 25.00,Abnormal head movements,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 25.10,"Tremor, unspecified",
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 25.20,Cramp and spasm,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 25.30,Fasciculation,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 25.80,Other and unspecified abnormal involuntary movements,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 26.00,Ataxic gait,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 26.10,Paralytic gait,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 26.20,"Difficulty in walking, not elsewhere classified",
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 26.30,Immobility,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 26.80,Other and unspecified abnormalities of gait and mobility,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 27.00,"Ataxia, unspecified",
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 27.80,Other and unspecified lack of coordination,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 29.00,Tetany,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 29.10,Meningismus,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 29.20,Abnormal reflex,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 29.30,Abnormal posture,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 29.40,Clicking hip,
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 29.60,"Tendency to fall, not elsewhere classified",
940A,Reversible CNS abnormalities due to other systemic disease,Medical and surgical management,R 29.80,Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,G93.5,Compression of brain,Only if loss of consciousness 
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,G93.6,Cerebral oedema,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,G96.0,Cerebrospinal fluid leak,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.00,Concussion without open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.01,Concussion with open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.10,Traumatic cerebral oedema without open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.11,Traumatic cerebral oedema with open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.20,Diffuse brain injury without open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.21,Diffuse brain injury with open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.30,Focal brain injury without open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.31,Focal brain injury with open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.40,Epidural haemorrhage without open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.41,Epidural haemorrhage with open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.50,Traumatic subdural haemorrhage without open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.51,Traumatic subdural haemorrhage with open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.60,Traumatic subarachnoid haemorrhage  without open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.61,Traumatic subarachnoid haemorrhag with open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.70,Intracranial injury with prolonged coma without open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.71,Intracranial injury with prolonged coma  with open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.80,Other intrcranial injury without open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.81,Other intrcranial injury with open intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.90,"Intracranial injury, unspecified without open intracranial injury",
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S06.91,"Intracranial injury, unspecified with open intracranial injury",
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S09.7,Multiple injuries of head,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S09.8,Other specified injuries of head,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,S09.9,Unspecified injury of head,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,T06.0,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,T06.1,Injuries of nerves and spinal cord involving other multiple body regions,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,T90.5,Sequelae of intracranial injury,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,T90.8,Sequelae of other specified injuries of head,
1A,Severe / moderate head injury: hematoma / oedema with loss of consciousness,Medical and surgical management; ventilation,T90.9,Sequelae of unspecified injury of head,
84A,Spina Bifida,Surgical management,Q05.0,Cervical spina bifida with hydrocephalus,
84A,Spina Bifida,Surgical management,Q05.1,Thoracic spina bifida with hydrocephalus,
84A,Spina Bifida,Surgical management,Q05.2,Lumbar spina bifida with hydrocephalus,
84A,Spina Bifida,Surgical management,Q05.3,Sacral spina bifida with hydrocephalus,
84A,Spina Bifida,Surgical management,Q05.4,Unspecified spina bifida with hydrocephalus,
84A,Spina Bifida,Surgical management,Q05.5,Cervical spina bifida without hydrocephalus,
84A,Spina Bifida,Surgical management,Q05.6,Thoracic spina bifida without hydrocephalus,
84A,Spina Bifida,Surgical management,Q05.7,Lumbar spina bifida without hydrocephalus,
84A,Spina Bifida,Surgical management,Q05.8,Sacral spina bifida without hydrocephalus,
84A,Spina Bifida,Surgical management,Q05.9,"Spina bifida, unspecified",
84A,Spina Bifida,Surgical management,Q76.0,Spina bifida occulta,
941A,"Spinal cord compression, ischaemia or degenerative disease NOS",Medical and surgical management,G95.0,Syringomyelia and syringobulbia,
941A,"Spinal cord compression, ischaemia or degenerative disease NOS",Medical and surgical management,G95.1,Vascular myelopathies,
941A,"Spinal cord compression, ischaemia or degenerative disease NOS",Medical and surgical management,G95.2,Cord compression unspecified,
941A,"Spinal cord compression, ischaemia or degenerative disease NOS",Medical and surgical management,G95.8,Other specified diseases of spinal cord,
